Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2022Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,3,NA,41,79,1.926829268,NA,40,154,3,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,3,NA,53,94,1.773584906,NA,55,135,2,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Elective Inpatients,NA,3,NA,59,101,1.711864407,NA,55,122,2,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,91,266,2.923076923,NA,90,338,3,NA,2017,Q4,NHS Borders
2018Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,64,115,1.796875,NA,63,195,3,NA,2018,Q1,NHS Borders
2018Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,78,140,1.794871795,NA,75,178,2,NA,2018,Q2,NHS Borders
2018Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,88,174,1.977272727,NA,95,262,2,NA,2018,Q3,NHS Borders
2018Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,105,226,2.152380952,NA,105,289,2,NA,2018,Q4,NHS Borders
2019Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,78,108,1.384615385,NA,80,153,1,NA,2019,Q1,NHS Borders
2019Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,89,188,2.112359551,NA,90,286,3,NA,2019,Q2,NHS Borders
2019Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,99,174,1.757575758,NA,100,222,2,NA,2019,Q3,NHS Borders
2019Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,75,133,1.773333333,NA,75,176,2,NA,2019,Q4,NHS Borders
2020Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,66,105,1.590909091,NA,65,140,2,NA,2020,Q1,NHS Borders
2020Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,25,56,2.24,NA,25,66,2,NA,2020,Q2,NHS Borders
2020Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,26,39,1.5,NA,25,64,2,NA,2020,Q3,NHS Borders
2020Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,42,77,1.833333333,NA,41,96,2,NA,2020,Q4,NHS Borders
2021Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,25,83,3.32,NA,25,77,3,NA,2021,Q1,NHS Borders
2021Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,60,84,1.4,NA,62,250,4,NA,2021,Q2,NHS Borders
2021Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,51,99,1.941176471,NA,50,113,2,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,59,101,1.711864407,NA,60,171,2,NA,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,30,70,2.333333333,NA,30,88,2,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,29,48,1.655172414,NA,30,58,1,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,25,40,1.6,NA,25,50,2,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Elective Inpatients,NA,4,NA,44,84,1.909090909,NA,45,121,2,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,20,31,1.55,NA,21,42,2,NA,2017,Q4,NHS Borders
2018Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,17,31,1.823529412,NA,19,50,2,NA,2018,Q1,NHS Borders
2018Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,20,45,2.25,NA,20,61,3,NA,2018,Q2,NHS Borders
2018Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,31,75,2.419354839,NA,30,94,3,NA,2018,Q3,NHS Borders
2018Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,17,39,2.294117647,NA,17,59,3,NA,2018,Q4,NHS Borders
2019Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,15,28,1.866666667,NA,15,29,1,NA,2019,Q1,NHS Borders
2019Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,16,25,1.5625,NA,16,38,2,NA,2019,Q2,NHS Borders
2019Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,25,41,1.64,NA,25,48,1,NA,2019,Q3,NHS Borders
2019Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,26,43,1.653846154,NA,26,61,2,NA,2019,Q4,NHS Borders
2020Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,12,19,1.583333333,NA,15,32,2,NA,2020,Q1,NHS Borders
2020Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,0,5,NA,z,5,36,7,NA,2020,Q2,NHS Borders
2020Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,10,9,0.9,NA,10,35,3,NA,2020,Q3,NHS Borders
2020Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,15,25,1.666666667,NA,15,35,2,NA,2020,Q4,NHS Borders
2021Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,10,16,1.6,NA,10,16,1,NA,2021,Q1,NHS Borders
2021Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,19,37,1.947368421,NA,19,65,3,NA,2021,Q2,NHS Borders
2021Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,10,43,4.3,NA,12,43,3,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,15,28,1.866666667,NA,14,32,2,NA,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,10,18,1.8,NA,10,38,3,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,5,6,1.2,NA,10,25,2,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,10,20,2,NA,10,29,2,NA,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Elective Inpatients,NA,5,NA,11,28,2.545454545,NA,11,35,3,NA,2022,Q4,NHS Borders
2017Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,11,2.2,NA,5,11,2,NA,2017,Q4,NHS Borders
2018Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,0,0,NA,5,8,1,NA,2018,Q1,NHS Borders
2018Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,10,8,0.8,NA,10,26,2,NA,2018,Q2,NHS Borders
2018Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,5,1,NA,5,11,2,NA,2018,Q3,NHS Borders
2018Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,10,2,NA,5,15,3,NA,2018,Q4,NHS Borders
2019Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,7,1.4,NA,5,7,1,NA,2019,Q1,NHS Borders
2019Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,11,18,1.636363636,NA,11,22,2,NA,2019,Q2,NHS Borders
2019Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,10,11,1.1,NA,10,11,1,NA,2019,Q3,NHS Borders
2019Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,5,1,NA,5,5,1,NA,2019,Q4,NHS Borders
2020Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,7,1.4,NA,5,10,2,NA,2020,Q1,NHS Borders
2020Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,5,1,NA,5,11,2,NA,2020,Q2,NHS Borders
2020Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,6,1.2,NA,5,6,1,NA,2020,Q3,NHS Borders
2020Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2020,Q4,NHS Borders
2021Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,5,NA,z,2021,Q1,NHS Borders
2021Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,5,NA,z,0,5,NA,z,2021,Q2,NHS Borders
2021Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,14,2.8,NA,5,14,2,NA,2021,Q3,NHS Borders
2021Q4,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,6,NA,z,0,6,NA,z,2021,Q4,NHS Borders
2022Q1,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,10,2,NA,5,14,2,NA,2022,Q1,NHS Borders
2022Q2,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,5,0,0,NA,5,0,0,NA,2022,Q2,NHS Borders
2022Q3,NA,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,5,NA,z,0,5,NA,z,2022,Q3,NHS Borders
2022Q4,p,S08000016,NA,S08000016,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2022,Q4,NHS Borders
2017Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,44,93,2.113636364,NA,45,198,4,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,44,60,1.363636364,NA,44,76,1,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,46,62,1.347826087,NA,50,91,1,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,40,72,1.8,NA,54,116,2,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,27,70,2.592592593,NA,40,106,2,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,41,95,2.317073171,NA,54,138,2,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,31,54,1.741935484,NA,50,93,1,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,30,64,2.133333333,NA,45,147,3,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,30,56,1.866666667,NA,50,138,2,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,37,70,1.891891892,NA,50,156,3,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,10,10,1,NA,15,30,2,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,24,0.96,NA,45,79,1,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,20,26,1.3,NA,40,172,4,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,35,1.4,NA,35,65,1,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,34,1.36,NA,40,75,1,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,15,45,3,NA,25,72,2,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,20,17,0.85,NA,30,74,2,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,20,14,0.7,NA,25,51,2,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,28,1.12,NA,35,92,2,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,37,1.48,NA,35,121,3,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Elective Inpatients,NA,1,NA,25,14,0.56,NA,35,59,1,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,141,274,1.943262411,NA,156,493,3,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,164,330,2.012195122,NA,163,476,2,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,152,355,2.335526316,NA,171,610,3,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,159,301,1.893081761,NA,200,473,2,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,148,327,2.209459459,NA,198,563,2,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,119,242,2.033613445,NA,163,394,2,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,123,243,1.975609756,NA,182,454,2,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,112,254,2.267857143,NA,177,432,2,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,116,288,2.482758621,NA,160,432,2,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,85,202,2.376470588,NA,127,322,2,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,38,49,1.289473684,NA,55,145,2,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,85,115,1.352941176,NA,132,276,2,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,79,64,0.810126582,NA,132,331,2,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,56,80,1.428571429,NA,80,226,2,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,80,103,1.2875,NA,131,442,3,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,48,63,1.3125,NA,83,187,2,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,49,57,1.163265306,NA,83,228,2,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,77,104,1.350649351,NA,111,349,3,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,95,110,1.157894737,NA,142,348,2,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,93,149,1.602150538,NA,129,328,2,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Elective Inpatients,NA,2,NA,103,89,0.86407767,NA,134,381,2,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,209,411,1.966507177,NA,232,892,3,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,245,486,1.983673469,NA,247,594,2,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,234,447,1.91025641,NA,257,936,3,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,179,395,2.206703911,NA,237,571,2,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,187,418,2.235294118,NA,242,547,2,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,149,353,2.369127517,NA,242,649,2,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,164,331,2.018292683,NA,247,644,2,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,154,412,2.675324675,NA,254,784,3,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,166,340,2.048192771,NA,241,597,2,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,147,254,1.727891156,NA,202,442,2,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,57,73,1.280701754,NA,70,233,3,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,108,134,1.240740741,NA,160,364,2,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,116,155,1.336206897,NA,204,506,2,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,81,95,1.172839506,NA,116,280,2,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,105,157,1.495238095,NA,182,405,2,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,62,85,1.370967742,NA,105,266,2,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,71,91,1.281690141,NA,139,424,3,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,98,121,1.234693878,NA,138,364,2,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,120,144,1.2,NA,161,471,2,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,119,155,1.302521008,NA,159,423,2,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Elective Inpatients,NA,3,NA,150,103,0.686666667,NA,188,551,2,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,78,176,2.256410256,NA,89,207,2,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,83,207,2.493975904,NA,84,447,5,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,89,252,2.831460674,NA,96,290,3,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,92,240,2.608695652,NA,117,365,3,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,81,152,1.87654321,NA,98,261,2,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,68,159,2.338235294,NA,100,366,3,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,92,214,2.326086957,NA,115,395,3,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,61,132,2.163934426,NA,95,263,2,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,68,165,2.426470588,NA,105,263,2,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,64,140,2.1875,NA,91,245,2,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,23,23,1,NA,29,46,1,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,49,63,1.285714286,NA,69,198,2,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,53,59,1.113207547,NA,85,154,1,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,40,43,1.075,NA,54,136,2,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,52,66,1.269230769,NA,88,229,2,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,36,35,0.972222222,NA,69,163,2,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,35,37,1.057142857,NA,65,132,2,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,39,45,1.153846154,NA,64,382,5,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,67,67,1,NA,85,182,2,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,50,47,0.94,NA,77,173,2,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Elective Inpatients,NA,4,NA,60,68,1.133333333,NA,75,214,2,NA,2022,Q4,NHS Dumfries and Galloway
2017Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,43,68,1.581395349,NA,45,85,1,NA,2017,Q4,NHS Dumfries and Galloway
2018Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,50,95,1.9,NA,49,122,2,NA,2018,Q1,NHS Dumfries and Galloway
2018Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,50,112,2.24,NA,60,241,4,NA,2018,Q2,NHS Dumfries and Galloway
2018Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,34,57,1.676470588,NA,40,81,2,NA,2018,Q3,NHS Dumfries and Galloway
2018Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,36,83,2.305555556,NA,40,118,2,NA,2018,Q4,NHS Dumfries and Galloway
2019Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,26,53,2.038461538,NA,42,75,1,NA,2019,Q1,NHS Dumfries and Galloway
2019Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,25,63,2.52,NA,35,142,4,NA,2019,Q2,NHS Dumfries and Galloway
2019Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,30,63,2.1,NA,47,153,3,NA,2019,Q3,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,36,84,2.333333333,NA,45,126,2,NA,2019,Q4,NHS Dumfries and Galloway
2020Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,29,45,1.551724138,NA,45,118,2,NA,2020,Q1,NHS Dumfries and Galloway
2020Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,10,15,1.5,NA,10,40,4,NA,2020,Q2,NHS Dumfries and Galloway
2020Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,21,23,1.095238095,NA,34,62,1,NA,2020,Q3,NHS Dumfries and Galloway
2020Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,25,25,1,NA,40,85,2,NA,2020,Q4,NHS Dumfries and Galloway
2021Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,15,32,2.133333333,NA,20,64,3,NA,2021,Q1,NHS Dumfries and Galloway
2021Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,20,38,1.9,NA,40,99,2,NA,2021,Q2,NHS Dumfries and Galloway
2021Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,10,8,0.8,NA,20,65,3,NA,2021,Q3,NHS Dumfries and Galloway
2021Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,21,26,1.238095238,NA,30,67,2,NA,2021,Q4,NHS Dumfries and Galloway
2022Q1,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,20,11,0.55,NA,30,99,3,NA,2022,Q1,NHS Dumfries and Galloway
2022Q2,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,30,30,1,NA,38,70,1,NA,2022,Q2,NHS Dumfries and Galloway
2022Q3,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,27,35,1.296296296,NA,33,102,3,NA,2022,Q3,NHS Dumfries and Galloway
2022Q4,p,S08000017,NA,S08000017,d,Elective Inpatients,NA,5,NA,25,16,0.64,NA,35,80,2,NA,2022,Q4,NHS Dumfries and Galloway
2019Q4,NA,S08000017,NA,S08000017,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2019,Q4,NHS Dumfries and Galloway
